compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
HKOSiTb									1					1															
BiOScTi																					7								
AlGdNOSi	1			1						1							1												
OSSiTb							1																						
CeCuInSn		4																											
CHHoNOPd	1																												
AlBaCaCuOSmTi																													
CHNaNdOP													1	1			1												
AuScSn	1		1									3																	
BaGdMnOW																									7				
NaNdOOs										1																			
FeHoMnOZn												1																	
BCFePSiTm									3																				
SbScSm																			2										
CeFMgOSiSrY																													
NbNdOV																													
NbNiYZr													1							1									
AlCaOSnTb																											1		
CoDyFePrTb																							4						
CaDyFLaOPSiTb																									6				
CHNaNdOS					2				1	3																			
CCeCoFHO																											1		
AlCaOTbZn																									5				
NbNdOY																				5		1							
CHNaNdOU										2																			
AlCHOYb		8	1					5		1			5	1					1	1									
CuOTiTm															1														
GdMgZnZr																			1										
CrOScZr									8																				
FeGdGeIn																				2									
AgSiY																													
AlCaOTbZr																								1					
CaErMoNaO																								3					
CoFeGdNd															3														
BiLaMnNiO													9	1													1		
HKOSiTm																									1				
GdTeZr																													
FeNdPrTb																		4											
CClCuHLaNO		3	1	2	3	1		3	5	1		1	1					2	1	1	2		5	2	3				
OSSiTm							1																						
CoInY											1																		
CCaClHNOTb										1																			
CaEuLuOTa																								7					
CeFGdNaOP											1																		
CeGeHKMnNaOW															1														
GaLaMgOPrSr						2																							
CHHoNOPr																							2						
CDyHNOSiWYb																		1											
BaCeOYZnZr														10	1														
BrCCeHSi																											1		
CHHoNOPt															1														
CEuHNSY																													
BaIrLaNiO																													
EuLiOPSrTb																					5								
FeNdPrTi			4																										
AlBaClErFLaNaZr																									3				
CeINO											1																		
CDyFHMnNNaO																										2			
CFHLaNOPZn														2															
GdOPPb																									1				
CHIOSeY																		1											
AlCoLaNiV										1																			
CaCeFGeLaOPSi																						3							
CeOPSrY																					6								
CCaClHNOTm										1																			
CuOScSn																					2								
CHHoIOSSe										1																			
FeSmVZr																													
BaCeCuOY		1									2	9																	
AlCoLaNiY																	1								1				
HoOVY																													
BaErNiO																													
CuOScSr																													
NdOSbSrZn																					8								
HMgPdSc											4																		
CoOPrSm										1																			
BaGaLaOZn															1														
BiEuNbOVY													2																
CaDyOSiY																			7						2				
GaOYb																													
CCeClCoDyHNNaO																											1		
BaGaNdSe																	1												
BFeGaHfPr				1																									
CoOPrSr				9			1		1	2		6							6		2		1						
AlBBaBrEuNaO																					6								
LaLiOPZr												9						1					3						
CCrEuFHOS						2																							
CuLaMoOSr					5																								
CHMnOPr													1										1						
BCeCoFeNd																					17								
CClHScSi			1																			1							
CEuHNSi					2		1	3	3		2	1						3	5	5	1	1			2	10	1		
AlCeCrLaMnNdNiPr													1																
GdPbSnTe						2																							
CErNScY											1																		
BiEuGdS																							1						
BiCEuHKNOSn																1													
CGaHINOTm																	1												
AlBGdOTbYb												5																	
NaOPPrY									3				2																
CeFOS																										1			
CoErGeO																						1							
BCeCoFeNi																							5						
CHMnMoNNdO																						1							
AgEuLaOW											10								1										
BrCHMoNdOS			1																										
HIMoNaOPr										1																			
AlCHMgOYb																													
CeINd									1																				
DyGdOSrW																													
CoErGeS																				1									
CHNOSmTb																			4				2		3				
AgClLaOPPb																													
CeFOY																					4								
CEuHNSr																5	1				1								
InPdSnYb									2																				
CHNOSmTe																							1						
CaMnNdORu					3		5	2																					
CHNThYb											1																		
AsCHLuOPS																													
FeLaNdO			1																					1	1				
BaGdMoORb															1														
CeEuLiOSiY																					5								
CeCoCuGeO																							1						
AlGdNaOP																									1				
CHNOSmTh															1														
CHNNiOSTb																	1				1			1					
FeOPbWYb																								1					
CHNOSmTi																1					1								
NaNdOPW																													
CaErGdOSiYb																								4					
NaNdOPY							1		1																				
HMnOPrV											1																		
CClErFHNOS																		1								1			
AsCErHOSi										1																			
CaDyInOP																													
CClGdHNOTa																													
CeFeNiO																	1	5							2	3			
CClGdHNOTb												1			1					1									
CuTbTe										2			1																
FSmTh		1																											
AlBDyLaO													5													1			
BiOSiSm																									10				
AsCuEuHO										1																			
BaLaOPrSn																										1			
CoEuMnO	1	1					2																		1				
CClEuFHNOPSZn					1																								
BaCaCuOTbY		7																											
BrCHMnNNaOTb																									1				
FeGdInOY						3																							
AlHNaSc												4																	
AsCErHOSn										1																			
AgEuHOS																										1			
AlCaGdNaOSi																													
BiLaLiMoOV																			5										
AlCFOTb																													
BFeHLa									3																				
CHNNiOSTm																													
BaCuLaOZn	6	2			1			3					1																
CHNOTmYb																													
CuTbTl																													
FeNNiY																											3		
BBaCaCuOPrSr					1																								
CeCuHSi									1		1	1																	
CCaHKOYb																											1		
CaDyLiOTa																									1				
NaNdOSbTi																													
BaCaEuGeO																2													
FeIrOY																									4				
CaCuLaOPbSrTlY																													
BaCuHgOSm		1																											
OScTiZr							1																						
AlCaGdO											5		1																
CeCuHSn										1	1																		
CaMnNaOSbY																							1						
CaCeFLuNaOSi																		6											
CdNdPb																						1							
CoLaMgOTi																34													
EuNbOPZr																													
BrCHLaNNiO																	1												
SbScTb																			3										
AuScTe																	2												
CdNdPd							1																						
CoFeLaNaO																									3				
BaOPYb						1																			1				
CGeHLaLiO																													
RhTmZn		1																											
BiOSiSmTi																	4												
AlBaCuGdO																													
AgCoFSc																													
CeCuGdMgNdOPbSr	1																												
CLiNYb																				1									
CClCoGdHOP																					1								
AgCHINPSScSi																							1						
CaLaMgNbOPb						6																							
BaCaOSiTb																									5				
EuLaLiOZr																										1			
AlCuNiYZr															1									1		4			
CClHLiNPScSi											1																		
BiCrEuFeO																													
NaNdOPt											1																		
LiMnOPrSr																	1												
CCdFHNOSYb																									1				
SbScTm																			2										
BFeHLu			1							1																			
CEuFHNO	4	2	12	2	3	11	13	4	6	5	20	14	18	17	12	30	22	29	24	35	56	40	49	42	49	36	49		
FHNRuSc					1																								
CClHNiOSc																					1								
CEuFHNP																									1				
AsFeLaO					1								3	10	8	1													
CoLiNdO		1											1							2									
LuNbOPrTi																									1				
AgCaLaOTi																	4												
BaCaCuNdNiO																													
BCeFeZr																													
ClRbY			4																										
CaCuOSeSrY																													
CCeClCuHNOSr																							2						
CsGdHgSe								1																					
BScTaW																													
CEuFHNS																											1		
CFHLaNOSZn											1								5		1	1	16		3				
CClHOSY					2														1										
BaGaLaOY																											2		
GaORbSiY													1																
CeRhRuScSi										4																			
CdNdPt														1								1							
FeHoMn	1						1																						
HMgNdNi								2												2						2			
AgLaMoOW													1																
CeErIn														2															
CdLaMnOPb			4																										
FeHoMo		1	5																										
CoGeHoO																						1							
CeClCs																													
AlCaLaMnOYb																					11								
BrCHNNiOPr																			1										
CClCuHLaOP																													
AlCaCeGeLuOScZr																					7								
CErHOPPdS																									1				
BaErTiYb																											4		
InLaOSe																													
ClNbNdOU																													
CoGeHoS																				1									
CoOPrTa																													
BCHNNdSi																						2							
BaCaOTiYb																						1							
GeLaPtRh																													
GdSnTe								2													5								
CoOPrTb															3														
ErKNNiO																													
BFTbXe																										2			
CClHOSc	3	2		1			2	4				1			15			2		1		5	2	3		8			
BiNbNdOPbSr		4																											
LaMnNaORu									4	8																			
BBrLa		1										1																	
CdCeCuDyEuOPbSr	1																												
GdSnTi															1														
BHNiY	1	1																											
BaFeOTbTm																									1				
InLaOSm																						1							
BaCuMgMoNdO																													
BBaKOYb																						1							
NiPrSSn																									1				
CClDyHNOPSSi																		1											
BaLaOOs																													
LiNdSSi																											1		
CoOPrTi																						2							
CeIOS																								1		1			
CClFHNOPRuSYb																			2										
EuMnNiO	1	1							1																				
FeNNdSm																													
GeLaZn	1									1										2				1					
CHNOPPr	1	1			3	2	3	3	6	6	2	4	7	6	1	5	7	17	11	4	4		1	4	4		1		
GdRhSiSn																				1									
FeLaNiSi															1														
CaEuHOPSi																								3			1		
ErHInPd																				1									
CClFHNOPTbZn																				1			1						
CeIOV																			1										
CClDyHNOPSSm																													
CoInPrS																						1							
CaMnNdOSc								7	2																				
OSmZn																3					4		1						
BCHLiOSiYb			1	1					1																				
InLaOSr						3																		1					
HMgPdTb																						1							
AlCaCeGaGdO																				6									
BCClHLuNaO					1																								
ClNaNbOTm	1																												
GdRhSb							1																						
CClHOSm	3	2	7		3	3	8	3	6	1	1	8	3		1		1	3		1	1	1	1	1			4		
LiNdSSn																											1		
FeLaNiSm			1																										
GeLaPtRu																													
CEuHNTe																													
AlAuReYb														1															
OSmZr	10				1		2	1		4		6								1	6	1	1			3			
BCoCrCuDyFeNdZr							1																						
BiEuGeO								1														6							
CaMgNaOSmSrV																													
CHLaOYb																													
GeHOPrU																		1											
PtYb														1															
AgErMoOW													1																
CeHKNaNbOPW																	1									1			
BiEuNaOTi																								4					
CEuFGdHOTb																						1							
CClGeHNSSm																			1										
CEuHNTi																1													
BaCuNbOY	3	11						1																					
GdRhSi		1																											
HoInLaO																						1							
DyMoSe	2																												
AlBCdEuFLiOTe																5													
CClDyFHNOYZn																													
CClDyHNiO																	1						1						
CaGdNbOZr																5													
CaMnNdOSm		1						1																					
CoFeGaPr								3																					
GaGeMnSc					6		6																						
KPSY																								1					
CoFeOSc															8														
PrSTbYb												1																	
GdRhSn				1																									
CeINaO																						1							
BEuNaOPbTe																										5			
HLaNOSi															4														
NNdOWZr															1														
FeLuOZn																													
AlBCoFeNd				3			1		2			3	1																
CaMnNdOSr	3		3	1	2			4	8	1	1	6		16															
ErHInPt																	1												
GeHOTb																						1							
CoGdNiO												1	2																
EuFeGaOY																													
BiOSiTb																										1			
BaCuMnOSm							1																						
FeHoMnNdTb																									6				
AsMgYb																													
BiFeHoMn																													
BCErHNaOSi				1				1																					
BCaCuOSrYb				2																									
AlGdNdOY																							1						
CErFeHNOSi															1			1											
CaMnOTiY											1																		
BCPdSmY																4													
BCCeFFeHNOP																1													
LuOPrRu																													
CuTeTm										1	1						1												
CoFeOSm						1						1										9		1		1	5		
AlEuSiSr								2						1															
CCuHLaMoNO																				2	1								
SnTmZn										1																			
BBiOY														1							6			2		6			
BaKOPSiSmZr																					1								
InIrLa									1																1				
AsEuGeNa		1																											
BaCeFTbY																		11											
AlCClHLuN	1																												
BiCaCuDyOPbSr													5																
SSmU																									1				
FHoKLu																						1							
SSmV																													
AlEuNNdOSiSr																					1								
CeHoSi																													
ClEuGdOPr																													
AlGeLaOTm											6																		
BiCuErOSr	1			1			1																						
CeIOs																													
GdMnNiSm																													
GdMnNiSn																									6				
HfLuMoOTl													1		1														
SSmY							1			1																			
BCoDyFeGaNdZr			1																										
CeGaNaPbSSr																7													
EuNiO			1																							1			
AlCuLuOSr			1																										
BaErGdMoOYb														7			1												
DyLuOY																											1		
EuNiP		1																			1						1		
CCuHOYb		1							1						1				1			1				1			
KMnMoOSc													3																
CaEuFOPSiY																					8								
CoGeInPr																				2									
BFNdO																													
BCoPr	1			2	1							5			1														
OScSrTaTi					2																								
AlCeGaHNi										1																			
CrErGaO																								7					
CCeHKN																				1									
BrCsHoNa																													
BaCuHgOTm	1	1																											
FeHoNbNi	4																												
CCeHKO						1			1								3	5	1						5				
AsNiPYb			4																										
CFHNNdSe													1																
BBaBiEuOPb																											1		
OScSrTa								1																	1				
OPRbSm																											1		
HoOTbTi												3																	
CuNdOSbSr						1																							
CClHNNaNiOSTb																				2									
BLaRhRu				1																									
CeMoNaOY																							3						
DyGdNaOTi																	9												
CFHNNdSi																													
BBaCaCeNaO													1																
CDyHMoNOPV																1													
MoNdPbS																													
CeLiMgOPSr																									1				
KLuMoO													2																
CaPrSb																										1			
CaEuMgOSiSrTb																											5		
BaCeFZr																													
CHNOTmZn			1				1								1	2						1	2						
InIrLu																											9		
FeHoNb	1																												
OScSrTi	3																					3							
CaPrSe																													
BaEuKOPSTb																													
GeHKNaOTbW																													
AlLaMgO						1			1				3								1								
HHfLuO																													
AlBaFOSiYb															1														
CeCoCu																										1			
AlBNdOPbSiZn																													
AsCClErHNOSe																						1							
CClHNiOTb															1														
OPTbYb																									1				
BaCaDyOSrTi																													
CeClNbNdO																													
FeHoNi	1							1																					
HLaMoNdO																						1							
FeLaMnOPb			8		2				2		3		1		4														
CEuFHOP							2	6	6		13	4		30	2		12	8	4	4	6	13	6	12	5	5	20		
BaEuLaOSrZn														5															
BaClCuGdO																													
CHHoNORh																										1			
BaLaOPb				1		1					2																		
BaCoFeNbOPr																													
BrCClHMgOY																													
CCeHMnNO									3			14	5	14		4		7	6		4		2	8		2			
BaCuHgOTlY	1																												
CFeHLuNO				1						1		3		1	2	1	1		1		2	1							
CEuFHOS			3	6	4	3	10	2	1				2	2	1	2	4	2	3	1		4	2	2	3	4	4		
CeCuOSrTbZn			1																										
EuOPSrTb																								1					
CHNPSSc																		2		1			1						
CeCuGeRh			1																										
AlFeGeTb																				1									
AlMnOPrSr	3		5	1																									
BCuDyFeNd																													
AlCCaEuGeOSiYb															2														
BCuOY																													
NdNiRuSi									2																				
CFeHLuNS																													
CClHSiSm				3	1		1			1																			
CaPrSr													1																
MnSY																													
CErFeGa																													
HLaNaOP																													
GdRhSiTb																													
InLaOTe																						3							
DyOTaY					5																		8						
ClCsLiPr						1																							
CEuFHOY																					1								
FGdKZr			1																										
AlFeHYZr																								1					
BErRhRu																													
CErFeGeHNOW																								1					
CClCuHLaNOP																			1										
CClDyHNOPSTb																													
HLaNaOS																													
LaMnNaOSr									4																		1		
CClHOTb			3		1		1	3	1	1	1	4	5	1	3		1	3	3	2	2	1	8		7	5	2		
BiFeNdOSr																					1								
CHNSeSiY																		1											
CeIrLaSi						4																							
CHNPSSm																										3	1		
CHHoNORu																													
LaNdNiO				2			6				3																		
CErHKMnNaOSiW																			1										
CCsFGdNOS																2													
HLaNaOW	1	1			1									2				1	1			1	1			1			
CCrEuO				2																									
CFHNOPSScW																						1							
CdPdYb												4																	
BrCCeHIrNP																									1				
BCoSiY	1																												
FeNNdTi	1	18	1			1																							
BeFeSm			1																										
BaFGdSmTb																					14								
BaLaOPr				6																									
OPdSm				1							1																		
CeFMgOSiSrTbY																													
MnSc						2			3																				
ErNaO								2																					
AlCaLaMnOZn																			1										
BaLaOPt																													
CCoErHOPS																							1						
HLaNdNi								4																					
BaHoLaMgOSrW																													
CaMnNdOTb					1																								
CFHNOPY																1				2	2			3		1			
EuMgNTa						1																							
CaMgMnOSbY																							1						
ErNaS																													
CCrHMoNOSm																		1											
CClHOTm			3		1	1		2	1	1	1	2	2		2			1			1								
CHKLuMoNO																										1			
AlDyMnZn											1																		
PPdY																													
EuLaMgOSrTbW																			6										
CeCuFeMnO																	1												
CrMnNdOSr			3	2		4	3		2			5																	
GdPbPd									1																				
AsCoFOSm																3													
CaMnNdOTi				2							1																		
FeLaMoOSr					4			1			1			1							8			10		3			
MnSm																													
HLaNOTb																													
BaCuY																													
FeNTiY				2					1																				
CeFeTiV																2													
GeHOUY																		1											
DyLaMnOZn																											4		
KNbNdO																	1												
LuOPrSi																									1	5			
BaCeCoLaO								7																					
OSSrTb																		5											
AlErHNaNbO										1																			
AsBCuLaMgO		1																											
CoFeOTb				3																									
GaGeMnTb					7		2							1															
CEuHNNiO	2		1			1		1		1		5	3		1	5	2	6		4	2		3	4	3	1	3		
AgGdGeLa																													
CoCrY					1		1			4	9																		
CuSbSc										1																			
AuSiTb																													
CFeHNOTbZn																		1			1								
BBrCHOPrSi											1																		
GdOPRu																													
BaMgSiYb																							3	2	1				
BaCaCoFeNbNdO																									3				
AlHMgNiY					1																								
AsEuFeLa														2															
DyFeMoNNd				4																									
HMoNdOSe																1													
SbSiTb													1	1		1													
CeHNaOP																													
BaOVYb																													
AlDyFeGe																				1									
CHLaOZn									1									1											
CeCuKTe												1																	
BCDyPdY						3				1																			
BGdKOPb																							1						
CeHNaOS																													
CCeClGdHNOPS																													
LaMnNiTiVZr				1																									
ErGeOPb			3																										
CHNSeYb			1			4		1														1							
GdPbPt																	1												
CCuGeHNOWYb																								1					
GaGeMnTm					2	3																							
CHLaOZr												1						1											
CoFeOTm																													
DyLiSe																													
BGaOPbYb																													
CFeHLaMnO																											1		
CHHgOSm																													
CuSbSm																													
CoFeLaOSrY																2							4						
CeHNaOW	3	1			1									2	1		2												
AsCaLaMnOZn																			1										
CFHNOPr	2			1		9		1			2				4	3	4	3	1	3		2	4	1		4	3		
ClRbSnTb																									1				
BLaLiORb																						1							
AlCeClOSiY																								4					
AsCHKNaOTbW																											1		
BiCaMoNdO																													
CFHIrNNdO													2																
BrCClHNOYb													1			2					1								
AlCoLaNdNiTi																													
AgGdGeLu																													
BiClLaNbOPbW															5														
BaBiGaLuO																													
FeLaLiOV																													
RhSiSnYb																				1									
BaCeCoSb												1																	
FeLaLiOW																								1					
BaCuDyLuO																													
CaGdMgNi																								1					
CClCrGdHO																									2				
CHHoNOSU																							1						
HNdPdSn																				1									
OPrSnSrTb													3																
FeHoOW																											1		
BrClEuOPSr		3																											
BiNbOPbSbScTi																							6						
BFeHNd	1	3	2			2		2			4											1							
GeRhY																		1			1						2		
NaNdORe							1																						
FeHoOY	2						1																						
FePPr						1		1		1		2	1																
CClCoHNOY					1													1			2	1	1						
NaNdORh											1																		
OPRbTm																						1							
CsLuOP																						1							
CaLaNOPSiTb																								8					
BCCrFeMoTm															1														
LaLiOYZr																									1				
CErFeHN																													
AsCFHLaN			2																										
CCrFHNOPr																	2												
CErFeHO						11							1																
GaHKOSmW																													
BaCrLaMnNdO																								3					
CeNdOSm													3	1		3		6	10										
CdNdRh						1								1		1													
CaEuOScSiYb																						1							
GaOSrTb																					1	5	1						
BiDyFeOTi								1						1			1						1						
CHKNOPTbW																							1			1			
BaCaCuEuOTi				1			1																						
CCoFeGaNSm																													
CCaGdHKO																											1		
HLaNdOP														3															
CHHoNOSb																1	1												
BDyFeNdYZr																			6										
AlMnOPrTi																					1								
AsCeHNiOW									1																				
CClHSiTb					1																	1							
CeNdOSr																				4									
CCeFHNNaOS																			1										
BaCaCuEuOTl																													
CaCoLaNdOPr																													
AgClCsInTb																									1				
BErRhSi									1																				
CHHoNOSe																		1											
CClHLiNNdSi													3																
NaNdORu									1			1																	
InMnNdOTiYZn																					1								
CsGeHLuNaOW																			1										
AlHLaNO			2																										
CClFHOPSTb																1													
KNaNdOP														5															
CdErFOTeW																4													
AgCaMnOPr																							1						
CeCuGeSe											1																		
CGdHLaO			1																										
LaMnNaOTi					4		1																		1				
CHHoNOSi				1					1			2			1					2	2			3	1		1		
CHNPSTb																										1	1		
CCeHMnOP															1														
CEuFHPS				1																									
GaOSrTm																					1								
CuLaMnOSe															1														
BKLiOTm																									1				
KNaNdOS																											1		
IOPSc																													
BiFeNdOTi								1							1		1						3	1	1				
BaGdIrO														1															
FeGaOSmTmY																													
BaErEuGdMoO																	1												
CdNdRu														1															
HOSiSmU											1	3																	
BeFeTb			1																										
BCFHOSScSi													1																
CCeHMnOS																	1												
DyOTbV																													
CeCuGeSi	9	3				1	1		5	1	1																		
CClHSiTm																													
CaOSiTbY							2																1						
BiCClHNSm																			1										
EuFLiOVY																									10				
CCeHLi														1															
CHHoNOSr								1																					
CuLaSrTl																													
OPTbZn			1																										
BiEuLaMoO																										5			
OPbY																	1												
BrCCeHNNiO																			1										
BaCeOYb					2									2															
SbScY																			2										
CHNPSTm		1																											
EuHNaOSiY											2																		
BaCeEuGaLiS													1																
OPTbZr																					1								
AlMnOTiY																					1								
BaOOsYb																													
CrEuLaNaO		6																											
CEuHMnNOS											1								2										
ClCsLuNb																													
CuFGdNdO																													
MnTb			4																										
CuLaMnOSr	3	3		1	31		6	11	4	20	14	11	6	5		4		3		5		1	1	1					
BiCeEuFSSe																						5							
AuCEuHNOS																										1	2		
ErNbO																								1					
MgScSeTi																								4					
AlBaClFLaNaNiZr				6																									
LaLuMnO														14															
AlTiTm																													
CLaOSiY						1																							
CCrHNYb																	2												
LaOSrWYb																													
BiCeHNNaOW																							1						
CErFeHo				1																									
CaCeFGeLaOP																						1							
ErNbS																													
LuOPrTa																													
BrCHLaNNaOS										1															1				
CHMnOSm											1																		
CeOOs																1													
BaOYYb																													
KNbOPbSm									1				1																
AlHLaNi		7			1	3		11	6			3	1						1	1									
DyHKOS															1														
GdOPSm																						2				3			
CaGaLaOPZn																											1		
MnTm																													
BaDyKOPSiZr																					1								
CaGdMgOP												3										1		1					
CeCuOPrV											3	1																	
CuSeSm								1																					
DyHKOW	1																												
CeKOPYb																							3						
EuFNaSmY																											5		
GdOPSr					1				1																				
CaMnOPbSmTi										4					5														
CClHNNdOZn	1	1									3		1	3		1	2	4	6	3			1			1	1		
CeCuOPrY	7																												
CuSbTb																													
CDyHNaOSbW																									2				
CuORuSrY		9			2	1	1	12	1																				
CClHNNaOYZn															1														
AlScSn						7																							
BMgMnOSmSr												3																	
CClHNNdOZr																													
CEuHHoNO						1																				7			
CuErGdHoNi																								1					
CCoLaOSr																		2											
AlCoLaMgOSr										1																			
HMoNdOTe									1		1																		
NaNdORbTa																													
CClHNaNdOSi														1															
AsCeFeMnO															3														
CuEuGdO		2				1															1								
BaCuLaLuOSr																													
BaGdMnOPr																								2					
FOScSe																			3										
AgClNdOPPb																													
BaCaOSrTm																													
FeOTmY																													
IRbYb																													
AlBaErFInLaNaZr													1																
CuEuGdS																				1									
AlCoNiScSiY																													
BaDyLaMnO			1																										
CErHSSi												1																	
DyMoNaOP												1																	
CClHNNaOPY									1																				
CuSbTm										1																			
CaCuErOPbSrTl																													
BEuLiN																			1		1								
AlFeGaLaMgO																													
AgGdGeMn																							1						
CaMgOPPr												1										1							
BEuLiO				1							1			1															
MnNdZr																													
CHLiLuN																										1			
GdSeYb												1																	
BaCdCsErI																													
CHLiLuO													1			3										1	1		
CHHoNaOP																					1								
BaCaCuOTeY																		1											
BiOTiYb	1													2															
InIrNd					2				1																				
AlBCoFePr									1																				
BaLaNbOPbSrTiZr													5																
CHHoNaOS																			1										
CEuFNOS																1		2		1									
AlBaFInOSmSr																	9												
BrEuFOPSr					3																3								
HgPdPr																													
DyMoNaOY																										4	1		
AlCaGdNdOY																													
AlCDyFO																													
BClSc																													
IrRuScSiU																													
CaCuLaOPbSr	1	1																											
FeMoNdY										6																			
CdLaNi										4				1															
AlCaEuSiSr													6	2															
BLaLiOSm													1																
FGeNaNdO																					1								
AgBiLaOSSn																									1				
HoOSbSr																	1					1							
CHLiScSi																													
AlNdOZn																													
CErFHNOPSi																										2			
CdNdSb	1										2																		
BGdGeO															1														
CeNdOTi			3		2																								
NaNdOSi												1																	
BiKNaNbOScTi																						6							
CClGdHMgNO																													
CFHNOPPtSY								1																					
AsBGdHNaOW						1																							
KLaMnOW			1																							1			
AsLaZn																5		1		5									
BaBrCdClCsErK																													
CCoDyFePrTb															4														
CHHgLuNSe										1																			
CClHNNaOPr													1																
CeOPU						1																							
CHHoNOTb																									1				
CHNOPSY										1			1	1		1	2			2									
CeOPV																													
CClHNScSi							2			1		2																	
BaCaLaMnNdO																								3					
BiCClHNTb																			1										
SeTmYb																													
AgCaErF																													
OPUYb						1																							
CeOPW					2	2														1		2							
CdNdSm												5																	
RbSeYb	1																												
CrFeOPr																						1		1		2			
CdNdSn																						1							
GdSbZn	1										1									3									
CHHoNOTe															2														
BiOSrTb	2	1																											
CClCsEuHNO								1																					
CCeFHNaO																											2		
CClMnOSm																													
CeOPY															1			3				1							
AgCHINOSTb														1															
OSbY																										2			
BrCClHLaNO														1															
AlCDyFe																													
IOSSm																								1					
EuLaNbOSnY																							7						
CaCuDyOPbSrV				2																									
GdSbZr						1																							
DyNiZn		1																											
GeLaMnNi			1																										
BaGeLuO																													
CdCeCuLaOPbSr	1																												
GaTmZn																													
BCFHNaOTb									1																				
BiBrOYb					1																								
CuLaMnOTe									4																				
AsCHLiOY																				1									
CClEuFHKNO																							1						
FLiNaSc																		1											
FeGdGeMn			1																										
CHNOPSc					6					2			1			2	1	4		4	4	10	3	1	4	6	2		
DyNiZr																					4								
BaLaORh																													
CoIrY																									3				
CeOPb															1														
AgCHIOSTb														1									1		2				
CuLaMnOTi																									5	3			
FeHoPr																	4												
BaCaCuNOSrY																													
DyLaO																													
DyFNaTm																													
CeOPd												1						1	1		1	1			1				
BOPbSm	5																												
BiOSrTm	1																												
GdOSSi							1		1																				
InMoOSc																								1					
BrCHLaNNdOS																									1				
BaGdMnSe																											1		
BEuFHOPbTe																4													
CGdNaO																							1						
DyNNbO																1													
BiEuNaOWY									3																				
NaOTmWYb																							3						
AlBBiOSrY			1																										
CoFeNiOYZn																				3									
CHMnOTb																		1		2						1			
DyHNOS															3														
GdOSSm															1														
InMnOPr													1																
CHNOPSm	3	4	6		3	3	3		7	2	3	1	7	3	5	7	16	7	11	1	4	3	4	7	9	2	3		
GdOPTb							1	3			1	1			4														
CoFeGaSc														1															
AlCeLiNOSi																								39					
CHIOSiY		1										1							3										
LuOPuTi																													
GdOPTe													4		7														
CeCuNdORuSrTaY												6																	
DyHNOY																								1					
BaCaOScYb																													
CeCuOSrY			2																										
CErFHNOPPtS								1																					
BaLaORu							1								1														
CuSeTb										1			1																
GdMoNaOYb														3													3		
BaCaOThY																													
CsOTbW																											1		
CdLaMnOSr											5																		
BCFeNbNd	1				1	1	2							2															
GdOPTi																						1							
FeNdNiSi			5																				1						
CeOPr	1	1	6	3		3		3		3	5		3		7	1		1	2	1	1	2		3	9				
CHMnOTm																				1									
CClFHOPY							2																				2		
OScSiYb																	1												
CEuGeHIOSi																													
CeOPt																					1								
AlScTe						6																							
CeCoLaMgMnNi									8				4																
GeMgNdS											1																		
CeOPu																1													
CuFOSrYb	1																												
CoFeGaSm			4																										
FeLuZn		1																											
CoHMgNdNi																				3			2			4			
BiCaCuDyOSr						1									4		1												
ScSiV															18														
CsNNaO															1		1												
FKLiPrY				6																									
BaCeOZr	1			8	1								1													5			
CeNiRuSn			1																										
BaEuFMgNaOPY																										6			
PbPrPt																	2												
HfMoOTbTl																													
AlCeLiNSi																								4					
BaCaCrCuOSrY																													
AlGdMgNi												1																	
GdPbRh																							2						
CuSeTm													1																
BaCeCuSe																													
CHMoOYb											1																		
BFeNNd				4	5																								
ScSiY																													
BaCoFeLaMgO																													
BrCsNaY																													
CdLaOP				1																									
GdOPrSrW																													
CeIRb																													
CCoCuHNOPr																										1			
KOPScSrTb																				1									
CeCuFe																													
AsEuFeNa														1															
BaClNdRbZn							4																						
CHNNaOPPrSbW																										1			
BaOYZn																						1				1			
BiCeEuKOSiSrTa																	1												
HoOSeSi					1																								
BiBrLaNbOPbW															7														
AlCeLiNSr																							6						
FOScTe													1																
CeNaOSiY																						13							
BaBeCaNdO																													
CeFKZr			1																										
BeDyGeO																													
AgGdGeNi																							1						
BaOYZr					1	2				3		2		3	4	1				2	1						2		
HoOZn																			1				1			5			
CuEuGeS								1																					
CoFeNNdSm																													
AsEuFeNi														1											1				
CuErSYb														1															
CeCoIrSi												8																	
CsHHoKOSeTa																									1				
HoOZr													2						1										
CClFHNOReYb							1	1		1																			
BBaCuOPr				1																									
CErFHNOSSi																					1								
MgOSiSrTb																											1		
CeKOPZr											1																		
FNOPr																													
CDyFeNbY				3																									
SbTiYb													1																
CaCdLuSb																											2		
BiCaEuFeGeOTmY																													
BCoFeNbY															1		1								1				
CoGeInSm																				2									
BaMnOY	1						4		6									1			1						1		
BCoSm	1		6		2	3													1										
CClHNTiTlY																								1					
NaNdOTa																							1						
BClTb						1																							
BaLuO																													
CFeTiTm																													
CeCoFe		3			4		1		4														18						
CHHgHoNO																													
BDyFeNd	2	4	7			3			1	1	2	1	1					1				7							
CaDyGaOVY																													
FLiMnNaSc																									4				
FeHKNaOWY																													
AlOSiTbY																5													
AgOTbW			1																				1	1					
BaCeCoFeO															4		3												
BiCuOSeSm							1																		3		4		
CeFSm																				1									
DyLiNaOP																													
